"","word","freq"
"the past two years","the past two years",13
"the size of a","the size of a",13
"there will be no","there will be no",13
"this is the first","this is the first",13
"to make sure that","to make sure that",13
"to say the least","to say the least",13
"two and a half","two and a half",13
"was supposed to be","was supposed to be",13
"we are going to","we are going to",13
"we were going to","we were going to",13
"what is going on","what is going on",13
"when i was a","when i was a",13
"you have to be","you have to be",13
"a few months ago","a few months ago",12
"a few of the","a few of the",12
"a good way to","a good way to",12
"a part of the","a part of the",12
"and i have been","and i have been",12
"and i have to","and i have to",12
"and i will be","and i will be",12
"are a number of","are a number of",12
"are some of the","are some of the",12
"as long as i","as long as i",12
"at this time of","at this time of",12
"decided to take a","decided to take a",12
"did you know that","did you know that",12
"for a lot of","for a lot of",12
"go back to the","go back to the",12
"going to try to","going to try to",12
"have a chance to","have a chance to",12
"i am not a","i am not a",12
"i am trying to","i am trying to",12
"i don't know why","i don't know why",12
"i have to do","i have to do",12
"i have to go","i have to go",12
"i just wanted to","i just wanted to",12
"i thought it would","i thought it would",12
"i was a little","i was a little",12
"i went to the","i went to the",12
"if you want a","if you want a",12
"in connection with the","in connection with the",12
"in the bottom of","in the bottom of",12
"in the last few","in the last few",12
"is a member of","is a member of",12
"is made up of","is made up of",12
"it is one of","it is one of",12
"it was the first","it was the first",12
"looking forward to it","looking forward to it",12
"may or may not","may or may not",12
"middle of the night","middle of the night",12
"more often than not","more often than not",12
"not be able to","not be able to",12
"not to say that","not to say that",12
"of some of the","of some of the",12
"one of my favourite","one of my favourite",12
"one of the few","one of the few",12
"one of the reasons","one of the reasons",12
"one way or another","one way or another",12
"over the course of","over the course of",12
"some of the best","some of the best",12
"something to do with","something to do with",12
"thanks so much for","thanks so much for",12
"the back of his","the back of his",12
"the end of a","the end of a",12
"the end of this","the end of this",12
"the first time the","the first time the",12
"the future of the","the future of the",12
"the last couple of","the last couple of",12
"the past three years","the past three years",12
"the story of the","the story of the",12
"there are a number","there are a number",12
"this is a good","this is a good",12
"this will be the","this will be the",12
"to be a good","to be a good",12
"to one of the","to one of the",12
"to see what the","to see what the",12
"wait to see what","wait to see what",12
"want to be a","want to be a",12
"what was going on","what was going on",12
"a few days ago","a few days ago",11
"a lot of money","a lot of money",11
"a lot of work","a lot of work",11
"a trip to the","a trip to the",11
"all i have to","all i have to",11
"and a lot of","and a lot of",11
"as far as the","as far as the",11
"at the time the","at the time the",11
"be able to get","be able to get",11
"bring to a boil","bring to a boil",11
"can't wait to get","can't wait to get",11
"end of the month","end of the month",11
"end of the world","end of the world",11
"fell in love with","fell in love with",11
"had the opportunity to","had the opportunity to",11
"have a lot to","have a lot to",11
"hope all is well","hope all is well",11
"i felt like i","i felt like i",11
"i have a few","i have a few",11
"i have come to","i have come to",11
"i think it was","i think it was",11
"i wish i was","i wish i was",11
"i'm not going to","i'm not going to",11
"if you don't know","if you don't know",11
"in a couple of","in a couple of",11
"in a lot of","in a lot of",11
"in a series of","in a series of",11
"in each of the","in each of the",11
"in one of the","in one of the",11
"in order to be","in order to be",11
"in the process of","in the process of",11
"it is time to","it is time to",11
"it was one of","it was one of",11
"much as i do","much as i do",11
"of one of the","of one of the",11
"on a daily basis","on a daily basis",11
"one of the top","one of the top",11
"other parts of the","other parts of the",11
"over and over again","over and over again",11
"that it was a","that it was a",11
"that needs to be","that needs to be",11
"that there is a","that there is a",11
"that there is no","that there is no",11
"the back of my","the back of my",11
"the cost of the","the cost of the",11
"the fact that it","the fact that it",11
"the past couple of","the past couple of",11
"the president of the","the president of the",11
"the state department of","the state department of",11
"there are lots of","there are lots of",11
"there is a lot","there is a lot",11
"this would be a","this would be a",11
"those of us who","those of us who",11
"to deal with the","to deal with the",11
"to pay for the","to pay for the",11
"to the rest of","to the rest of",11
"when i was in","when i was in",11
"with one of the","with one of the",11
"with the fact that","with the fact that",11
"with the rest of","with the rest of",11
"you done28099t have to","you done28099t have to",11
"you have to do","you have to do",11
"you just have to","you just have to",11
"you know what i","you know what i",11
"a big fan of","a big fan of",10
"a big part of","a big part of",10
"a couple of hours","a couple of hours",10
"a long time ago","a long time ago",10
"a result of the","a result of the",10
"all the way to","all the way to",10
"and i have a","and i have a",10
"and you know what","and you know what",10
"are going to have","are going to have",10
"are more likely to","are more likely to",10
"as long as they","as long as they",10
"as long as you","as long as you",10
"as soon as the","as soon as the",10
"at least one of","at least one of",10
"at the very least","at the very least",10
"be able to do","be able to do",10
"be able to make","be able to make",10
"by the time i","by the time i",10
"despite the fact that","despite the fact that",10
"don't know how to","don't know how to",10
"far as i can","far as i can",10
"for a while and","for a while and",10
"for the kind words","for the kind words",10
"for the second time","for the second time",10
"for the shout out","for the shout out",10
"from 9 am to","from 9 am to",10
"game of the season","game of the season",10
"get a lot of","get a lot of",10
"going to be the","going to be the",10
"going to make a","going to make a",10
"have a great weekend","have a great weekend",10
"have the right to","have the right to",10
"have to say that","have to say that",10
"i am so excited","i am so excited",10
"i do not know","i do not know",10
"i think i may","i think i may",10
"i want to see","i want to see",10
"i wanted to see","i wanted to see",10
"i was in a","i was in a",10
"i was supposed to","i was supposed to",10
"if you want the","if you want the",10
"if you would like","if you would like",10
"in the middle east","in the middle east",10
"in the mood for","in the mood for",10
"in the past two","in the past two",10
"in the same way","in the same way",10
"is that it is","is that it is",10
"it has been a","it has been a",10
"it has to be","it has to be",10
"it is easy to","it is easy to",10
"it is going to","it is going to",10
"it was going to","it was going to",10
"looking forward to the","looking forward to the",10
"make it to the","make it to the",10
"make the most of","make the most of",10
"my husband and i","my husband and i",10
"of the most important","of the most important",10
"of the new york","of the new york",10
"of the year and","of the year and",10
"on the back of","on the back of",10
"on the first day","on the first day",10
"on the new york","on the new york",10
"on top of that","on top of that",10
"out of the box","out of the box",10
"remains to be seen","remains to be seen",10
"seems to be a","seems to be a",10
"seems to be the","seems to be the",10
"she and her husband","she and her husband",10
"so that i can","so that i can",10
"tens of thousands of","tens of thousands of",10
"thank you to all","thank you to all",10
"that i had to","that i had to",10
"that some of the","that some of the",10
"the day of the","the day of the",10
"the edge of the","the edge of the",10
"the first half of","the first half of",10
"the front of the","the front of the",10
"the last two years","the last two years",10
"the length of the","the length of the",10
"the national weather service","the national weather service",10
"the next couple of","the next couple of",10
"the past few weeks","the past few weeks",10
"there are plenty of","there are plenty of",10
"there are those who","there are those who",10
"there is so much","there is so much",10
"think it would be","think it would be",10
"this was the first","this was the first",10
"thought it would be","thought it would be",10
"to figure out how","to figure out how",10
"to keep up with","to keep up with",10
"to the end of","to the end of",10
"to the point of","to the point of",10
"to the united states","to the united states",10
"to work with the","to work with the",10
"was one of those","was one of those",10
"when you have a","when you have a",10
"you don't have to","you don't have to",10
"you for the follow","you for the follow",10
"you want me to","you want me to",10
"a bit of an","a bit of an",9
"a chance to win","a chance to win",9
"a copy of the","a copy of the",9
"a few days later","a few days later",9
"a good idea to","a good idea to",9
"a lot of fun","a lot of fun",9
"a lot of it","a lot of it",9
"a participant in the","a participant in the",9
"a very long time","a very long time",9
"a whole lot of","a whole lot of",9
"and i hope you","and i hope you",9
"and i think that","and i think that",9
"and it will be","and it will be",9
"and of course the","and of course the",9
"and some of the","and some of the",9
"are just a few","are just a few",9
"as if they were","as if they were",9
"as much as you","as much as you",9
"as soon as possible","as soon as possible",9
"asked me if i","asked me if i",9
"at the hands of","at the hands of",9
"at the time and","at the time and",9
"at the time i","at the time i",9
"at this point in","at this point in",9
"back in the day","back in the day",9
"be able to see","be able to see",9
"be one of the","be one of the",9
"but i don't think","but i don't think",9
"but it was a","but it was a",9
"but there is no","but there is no",9
"came up with a","came up with a",9
"come up with a","come up with a",9
"couple of years ago","couple of years ago",9
"do you want to","do you want to",9
"don't want to be","don't want to be",9
"every once in a","every once in a",9
"for a number of","for a number of",9
"for a variety of","for a variety of",9
"for more information call","for more information call",9
"for more than a","for more than a",9
"from one of the","from one of the",9
"has been one of","has been one of",9
"has to do with","has to do with",9
"have a hard time","have a hard time",9
"have an opportunity to","have an opportunity to",9
"have no idea how","have no idea how",9
"he was able to","he was able to",9
"how do you feel","how do you feel",9
"how to do it","how to do it",9
"hundreds of millions of","hundreds of millions of",9
"hundreds of thousands of","hundreds of thousands of",9
"i came up with","i came up with",9
"i can tell you","i can tell you",9
"i can't wait for","i can't wait for",9
"i done28099t think i","i done28099t think i",9
"i fell in love","i fell in love",9
"i have not been","i have not been",9
"i just have to","i just have to",9
"i just love the","i just love the",9
"i just need to","i just need to",9
"i know that i","i know that i",9
"i need to be","i need to be",9
"i think i can","i think i can",9
"i wanted to make","i wanted to make",9
"i would have been","i would have been",9
"if you do not","if you do not",9
"in a large bowl","in a large bowl",9
"in a world where","in a world where",9
"in an interview with","in an interview with",9
"in front of him","in front of him",9
"in the air and","in the air and",9
"in the center of","in the center of",9
"in the country illegally","in the country illegally",9
"in the direction of","in the direction of",9
"in the second quarter","in the second quarter",9
"is a good thing","is a good thing",9
"is expected to be","is expected to be",9
"it seems to be","it seems to be",9
"it was nice to","it was nice to",9
"it was time for","it was time for",9
"ite28099s going to be","ite28099s going to be",9
"keep up with the","keep up with the",9
"let us know if","let us know if",9
"makes me want to","makes me want to",9
"more than half of","more than half of",9
"more than just a","more than just a",9
"needs to be done","needs to be done",9
"of the things that","of the things that",9
"on a regular basis","on a regular basis",9
"on the road to","on the road to",9
"on the verge of","on the verge of",9
"one hell of a","one hell of a",9
"over the last few","over the last few",9
"over the past few","over the past few",9
"rest of the world","rest of the world",9
"right thing to do","right thing to do",9
"so that i could","so that i could",9
"so that you can","so that you can",9
"spend a lot of","spend a lot of",9
"supposed to be a","supposed to be a",9
"take the time to","take the time to",9
"thank you very much","thank you very much",9
"thanks for the ff","thanks for the ff",9
"thanks for the shout","thanks for the shout",9
"thanks to everyone who","thanks to everyone who",9
"that he would be","that he would be",9
"that i have a","that i have a",9
"that this is a","that this is a",9
"that you have to","that you have to",9
"that you want to","that you want to",9
"the course of the","the course of the",9
"the end of last","the end of last",9
"the fact that they","the fact that they",9
"the first quarter of","the first quarter of",9
"the height of the","the height of the",9
"the last three years","the last three years",9
"the majority of the","the majority of the",9
"the only thing i","the only thing i",9
"the right thing to","the right thing to",9
"there is always a","there is always a",9
"there is no doubt","there is no doubt",9
"there is no way","there is no way",9
"there would be no","there would be no",9
"there you have it","there you have it",9
"they are going to","they are going to",9
"think a lot of","think a lot of",9
"think this is a","think this is a",9
"this is not the","this is not the",9
"to be at the","to be at the",9
"to be thankful for","to be thankful for",9
"to be the only","to be the only",9
"to do in the","to do in the",9
"to do the same","to do the same",9
"to find out if","to find out if",9
"to get away from","to get away from",9
"to get into the","to get into the",9
"to know that i","to know that i",9
"to say thank you","to say thank you",9
"to some of the","to some of the",9
"to tell you about","to tell you about",9
"turns out to be","turns out to be",9
"we went to the","we went to the",9
"what appeared to be","what appeared to be",9
"what are you doing","what are you doing",9
"what i was doing","what i was doing",9
"what would you do","what would you do",9
"what you want to","what you want to",9
"when i got home","when i got home",9
"when i think about","when i think about",9
"with the exception of","with the exception of",9
"would like to be","would like to be",9
"year and a half","year and a half",9
"you are interested in","you are interested in",9
"you can see the","you can see the",9
"you so much for","you so much for",9
"you want to do","you want to do",9
"a couple of the","a couple of the",8
"a friend of mine","a friend of mine",8
"a good time to","a good time to",8
"a little too much","a little too much",8
"a look at the","a look at the",8
"a lot of my","a lot of my",8
"a means for sites","a means for sites",8
"a portion of the","a portion of the",8
"a way to get","a way to get",8
"a wide variety of","a wide variety of",8
"a year or two","a year or two",8
"advertising and linking to","advertising and linking to",8
"advertising fees by advertising","advertising fees by advertising",8
"after a couple of","after a couple of",8
"all the time and","all the time and",8
"amazon eu associates programmes","amazon eu associates programmes",8
"amazon eu this content","amazon eu this content",8
"amazon services llc and","amazon services llc and",8
"amazon services llc andor","amazon services llc andor",8
"amazonca amazoncouk amazonde amazonfr","amazonca amazoncouk amazonde amazonfr",8
"amazoncom amazonca amazoncouk amazonde","amazoncom amazonca amazoncouk amazonde",8
"amazoncouk amazonde amazonfr amazonit","amazoncouk amazonde amazonfr amazonit",8
"amazonde amazonfr amazonit and","amazonde amazonfr amazonit and",8
"amazones certain content that","amazones certain content that",8
"amazonfr amazonit and amazones","amazonfr amazonit and amazones",8
"amazonit and amazones certain","amazonit and amazones certain",8
"and amazon eu associates","and amazon eu associates",8
"and amazones certain content","and amazones certain content",8
"and i can't wait","and i can't wait",8
"and i decided to","and i decided to",8
"and i want to","and i want to",8
"and is subject to","and is subject to",8
"and linking to amazoncom","and linking to amazoncom",8
"and there is no","and there is no",8
"andor amazon eu this","andor amazon eu this",8
"anything to do with","anything to do with",8
"appears on this website","appears on this website",8
"are looking for a","are looking for a",8
"are supposed to be","are supposed to be",8
"as a member of","as a member of",8
"as good as the","as good as the",8
"as long as the","as long as the",8
"as much as the","as much as the",8
"associates programmes designed to","associates programmes designed to",8
"at the age of","at the age of",8
"at the center of","at the center of",8
"because i wanted to","because i wanted to",8
"but at the same","but at the same",8
"but i have a","but i have a",8
"but i wanted to","but i wanted to",8
"but in the end","but in the end",8
"but most of the","but most of the",8
"by advertising and linking","by advertising and linking",8
"can be found in","can be found in",8
"can i get a","can i get a",8
"certain content that appears","certain content that appears",8
"change or removal at","change or removal at",8
"comes from amazon services","comes from amazon services",8
"content is provided e2809cas","content is provided e2809cas",8
"content that appears on","content that appears on",8
"defensive player of the","defensive player of the",8
"designed to provide a","designed to provide a",8
"do you feel about","do you feel about",8
"do you have to","do you have to",8
"does not have a","does not have a",8
"e2809cas ise2809d and is","e2809cas ise2809d and is",8
"earn advertising fees by","earn advertising fees by",8
"end of the week","end of the week",8
"eu associates programmes designed","eu associates programmes designed",8
"eu this content is","eu this content is",8
"even though it was","even though it was",8
"fees by advertising and","fees by advertising and",8
"for sites to earn","for sites to earn",8
"for the city of","for the city of",8
"from amazon services llc","from amazon services llc",8
"from one of my","from one of my",8
"go a long way","go a long way",8
"going to have a","going to have a",8
"got a lot of","got a lot of",8
"had no idea what","had no idea what",8
"have to be a","have to be a",8
"have to deal with","have to deal with",8
"have to do is","have to do is",8
"have to worry about","have to worry about",8
"hope you have a","hope you have a",8
"i am looking forward","i am looking forward",8
"i am not sure","i am not sure",8
"i can do it","i can do it",8
"i don't have a","i don't have a",8
"i don't know about","i don't know about",8
"i don't think i've","i don't think i've",8
"i feel like a","i feel like a",8
"i had to go","i had to go",8
"i have had a","i have had a",8
"i know what you","i know what you",8
"i love the way","i love the way",8
"i think a lot","i think a lot",8
"i want to get","i want to get",8
"i want to go","i want to go",8
"i want you to","i want you to",8
"i wanted to be","i wanted to be",8
"i wanted to do","i wanted to do",8
"i was reminded of","i was reminded of",8
"if you are interested","if you are interested",8
"if you're looking for","if you're looking for",8
"in a few weeks","in a few weeks",8
"in a medium bowl","in a medium bowl",8
"in a state of","in a state of",8
"in an email to","in an email to",8
"in search of a","in search of a",8
"in the amazon services","in the amazon services",8
"in the first inning","in the first inning",8
"in the number of","in the number of",8
"in the parking lot","in the parking lot",8
"in the second round","in the second round",8
"in time for the","in time for the",8
"is a participant in","is a participant in",8
"is based on the","is based on the",8
"is provided e2809cas ise2809d","is provided e2809cas ise2809d",8
"is subject to change","is subject to change",8
"is the first time","is the first time",8
"ise2809d and is subject","ise2809d and is subject",8
"it comes to the","it comes to the",8
"it is a good","it is a good",8
"it is hard to","it is hard to",8
"it may not be","it may not be",8
"it turned out to","it turned out to",8
"it turns out that","it turns out that",8
"it would be nice","it would be nice",8
"just a little bit","just a little bit",8
"know what you think","know what you think",8
"less than a year","less than a year",8
"like a lot of","like a lot of",8
"linking to amazoncom amazonca","linking to amazoncom amazonca",8
"llc and amazon eu","llc and amazon eu",8
"llc andor amazon eu","llc andor amazon eu",8
"made it to the","made it to the",8
"make a lot of","make a lot of",8
"make sure that the","make sure that the",8
"means for sites to","means for sites to",8
"might be able to","might be able to",8
"need to get a","need to get a",8
"no choice but to","no choice but to",8
"not a lot of","not a lot of",8
"not to mention the","not to mention the",8
"of my favorite things","of my favorite things",8
"of the car and","of the car and",8
"of the new jersey","of the new jersey",8
"on the basis of","on the basis of",8
"on the brink of","on the brink of",8
"on this website comes","on this website comes",8
"one of the more","one of the more",8
"one of the worst","one of the worst",8
"one side of the","one side of the",8
"or removal at any","or removal at any",8
"or something like that","or something like that",8
"out of touch with","out of touch with",8
"participant in the amazon","participant in the amazon",8
"parts of the country","parts of the country",8
"percent of the vote","percent of the vote",8
"president of the united","president of the united",8
"programmes designed to provide","programmes designed to provide",8
"provide a means for","provide a means for",8
"provided e2809cas ise2809d and","provided e2809cas ise2809d and",8
"removal at any time","removal at any time",8
"rest of the day","rest of the day",8
"said in an email","said in an email",8
"see a lot of","see a lot of",8
"see if we can","see if we can",8
"services llc and amazon","services llc and amazon",8
"services llc andor amazon","services llc andor amazon",8
"share it with you","share it with you",8
"she was going to","she was going to",8
"side of the road","side of the road",8
"sites to earn advertising","sites to earn advertising",8
"so i had to","so i had to",8
"subject to change or","subject to change or",8
"thanks for the kind","thanks for the kind",8
"that appears on this","that appears on this",8
"that i am a","that i am a",8
"that i need to","that i need to",8
"that one of the","that one of the",8
"that was one of","that was one of",8
"that we have a","that we have a",8
"the amazon services llc","the amazon services llc",8
"the case of the","the case of the",8
"the early days of","the early days of",8
"the fact that he","the fact that he",8
"the form of the","the form of the",8
"the head of the","the head of the",8
"the idea of a","the idea of a",8
"the last day of","the last day of",8
"the last few days","the last few days",8
"the left side of","the left side of",8
"the life of a","the life of a",8
"the number of people","the number of people",8
"the one thing that","the one thing that",8
"the other end of","the other end of",8
"the past five years","the past five years",8
"the power of the","the power of the",8
"the rest of us","the rest of us",8
"the right side of","the right side of",8
"the same time the","the same time the",8
"the second time in","the second time in",8
"the vast majority of","the vast majority of",8
"the way to the","the way to the",8
"the winner of the","the winner of the",8
"there are a few","there are a few",8
"this content is provided","this content is provided",8
"this time of the","this time of the",8
"this website comes from","this website comes from",8
"thought it was a","thought it was a",8
"time for me to","time for me to",8
"to amazoncom amazonca amazoncouk","to amazoncom amazonca amazoncouk",8
"to be a great","to be a great",8
"to be a little","to be a little",8
"to change or removal","to change or removal",8
"to earn advertising fees","to earn advertising fees",8
"to figure out what","to figure out what",8
"to hear from you","to hear from you",8
"to make the most","to make the most",8
"to make up for","to make up for",8
"to participate in the","to participate in the",8
"to pay for it","to pay for it",8
"to provide a means","to provide a means",8
"to see if we","to see if we",8
"to share it with","to share it with",8
"to take advantage of","to take advantage of",8
"to talk to me","to talk to me",8
"to tell you that","to tell you that",8
"to the back of","to the back of",8
"told the associated press","told the associated press",8
"toward the end of","toward the end of",8
"want to make sure","want to make sure",8
"website comes from amazon","website comes from amazon",8
"what i want to","what i want to",8
"what it means to","what it means to",8
"what it takes to","what it takes to",8
"when i think of","when i think of",8
"when you have to","when you have to",8
"will be in the","will be in the",8
"wish i could have","wish i could have",8
"woke up this morning","woke up this morning",8
"would be a good","would be a good",8
"would be a great","would be a great",8
"would have been a","would have been a",8
"would like to share","would like to share",8
"you are having a","you are having a",8
"you are looking for","you are looking for",8
"you can do it","you can do it",8
"you don't have a","you don't have a",8
"you had a great","you had a great",8
"you want to make","you want to make",8
"a cup of coffee","a cup of coffee",7
"a long time and","a long time and",7
"a lot of other","a lot of other",7
"a lot of ways","a lot of ways",7
"a matter of time","a matter of time",7
"a part of a","a part of a",7
